id,generated_answer,correct_answer
47,"Α. ""Κυρίως παραθαλάσσιες και νησιωτικές πόλεις-κράτη""",Α
48,"Β. ""Οι δρόμοι""",Α
49,"Δ. ""Οι άριστοι""",Δ
50,"Η σωστή απάντηση είναι η Β. ""29 Ιουνίου 1453"".",Δ
51,"Β. ""Βρετανία""",Α
52,"Β. ""Γιάννης Ψυχάρης""",Β
53,"Β. ""Στον ποταμό Τίβερη""",Β
54,Η σωστή απάντηση είναι η Γ: 'Το εμπόριο παρήκμασε'.,Γ
55,Η σωστή απάντηση είναι η Γ: 'Οι υψηλές στρατιωτικές δαπάνες'.,Β
56,"Β. ""Παύλος Κουντουριώτης""",Δ
57,"Α. ""Γιατί συντρίβηκε η βασική στρατιωτική βάση των Τούρκων στην Πελοπόννησο""",Α
58,"Γ. ""Λεηλατήθηκε και καταστράφηκε""",Γ
59,"Δ. ""Βελισάριος""",Δ
60,"Β. ""Τραυματισμός των ιστών από υπερβολικό κρύο""",Β
61,"Δ. ""Τη βιοτεχνία""",Α
62,"Β. ""Όχι, είχε και κοσμικά έργα""",Β
63,"Η σωστή απάντηση είναι η Γ: ""Ψηφιδωτές εικόνες"".",Γ
64,"Α. ""Στη Γαλλία""",Α
65,Η σωστή απάντηση είναι η Γ. 'Στο Κεφαλόβρυσο'.,Γ
66,Η σωστή απάντηση είναι η Δ. 'Να ενώσουν τις ελληνικές πόλεις-κράτη'.,Α
67,"Β. ""Κάρολος Φαβιέρος""",Β
68,"Β. ""Δίας""",Β
69,"Α. ""Φιλελεύθεροι""",Α
70,"Γ. ""300 Σπαρτιάτες""",Γ
71,"Η σωστή απάντηση είναι η Β: ""Μόνο ελληνικά"".",Α
72,"Β. ""Επειδή ήταν σημαντικό λιμάνι και οχυρό που έλεγχε τις επικοινωνίες με τα Ιόνια νησιά""",Β
73,"Β. ""Ο εξαναγκασμός αγοριών σε στρατολόγηση από τους Οθωμανούς""",Β
74,"Β. ""Καταστράφηκε μεγάλο μέρος της πόλης""",Β
75,"Β. ""Δύο""",Β
76,"Β. ""Πελάτες""",Γ
77,"Η σωστή απάντηση είναι η Β. ""1985"".",Β
78,"Δ. ""Έβαλαν δικούς τους ανθρώπους να κυβερνούν τις ελληνικές πόλεις""",Δ
79,"Δ. ""Γερμανοί, Ιταλοί και Βούλγαροι""",Δ
80,"Η σωστή απάντηση είναι η Γ: ""Να τους ελευθερώσουν από τους Τούρκους"".",Γ
81,Η σωστή απάντηση είναι η Β. 'Ήταν εντελώς άδεια'.,Β
82,"Δ. ""Να βελτιώσουν το υπάρχον Σύνταγμα""",Δ
83,Το 1922.,Α
84,"Α. ""Κωνσταντίνος Α΄ (ο Μέγας)""",Α
85,"Η σωστή απάντηση είναι η Β: ""Σκλάβοι"".",Β
86,"Β. ""Η Συνθήκη του Αγίου Στεφάνου υπογράφηκε""",Γ
87,"Β. ""Λατινική""",Β
88,"Α. ""Εμπορικές συμφωνίες δυτικών κρατών με τους Οθωμανούς Σουλτάνους""",Α
89,"Β. ""Βασίλειος Β'""",Β
90,Η σωστή απάντηση είναι η Γ. '1000 συνολικά'.,Β
91,"Γ. ""Στην Κάτω Ιταλία και στη Σικελία""",Γ
92,"Δ. ""Τρεις συμπολιτείες""",Δ
93,"Η σωστή απάντηση είναι η Β. ""Στις αγροτικές καλλιέργειες"".",Β
94,Η σωστή απάντηση είναι η Γ. '1814'.,Γ
95,Η σωστή απάντηση είναι η Γ. '1856'.,Δ
96,"Δ. ""Ως εκδίκηση για την καταστροφή της Χίου""",Δ
97,"Γ. ""Εμμανουήλ Παπάς""",Γ
98,"Β. ""47 χρόνια""",Α
99,"Α. ""Αλεξάνδρεια""",Α
100,Η σωστή απάντηση είναι η Γ: 'Για να διαβάζεται καλύτερα'.,Α
101,Η σωστή απάντηση είναι η Γ: 'Έσπασε τον τουρκικό θαλάσσιο αποκλεισμό'.,Γ
102,"Δ. ""Με συμβιβαστική ειρήνη""",Γ
103,Η σωστή απάντηση είναι η Β: 'Σκοτώθηκε από έναν Σπαρτιάτη'.,Β
104,"Η σωστή απάντηση είναι η Γ: ""Από το 1974 μέχρι σήμερα"".",Γ
105,"Η σωστή απάντηση είναι η Β. ""Πύλη Αγίου Ρωμανού"".",Α
106,"Β. ""Ο Κύριλλος και ο Μεθόδιος""",Β
107,"Δ. ""Βελεστίνο""",Δ
108,"Δ. ""Το μυστικό της εκτροφής μεταξοσκώληκα""",Δ
109,"Δ. ""Επίσκοπος Νικόλαος""",Γ
110,"Α. ""Κάρολος Μαρτέλος""",Α
111,Η σωστή απάντηση είναι η Γ. '8 φυλές'.,Α
112,Η σωστή απάντηση είναι η Γ. 'Για να εξασφαλίσουν ειρήνη με άλλα κράτη'.,Γ
113,"Α. ""Άβαροι και Σλάβοι""",Α
114,"Α. ""Τόσο ελληνικούς όσο και ανατολικούς θεούς""",Α
115,"Δ. ""Γότθους""",Β
116,"Β. ""Ο Αλέξιος Γ' Άγγελος""",Δ
117,"Α. ""Ήταν ένας εμφύλιος πόλεμος μεταξύ ελληνικών πόλεων""",Α
118,"Α. ""Ξένοι που υποστήριζαν τον αγώνα των Ελλήνων""",Α
119,Η σωστή απάντηση είναι η Γ: 'Προσπάθησαν να τους κρατήσουν διχασμένους'.,Γ
120,"Η σωστή απάντηση είναι η Α: ""Εξαιτίας της βαριάς φορολογίας και της καταπίεσης που επέβαλε"".",Α
121,"Β. ""Ήταν κουρασμένοι από τις συνεχείς μάχες""",Β
122,"Δ. ""Σημαία""",Δ
123,"Β. ""Οι Βενετοί""",Β
124,"Γ. ""Σολωμός""",Γ
125,Η σωστή απάντηση είναι η Γ: 'Τα παράλια της Μ. Ασίας'.,Γ
126,"Β. ""Στον Κάρολο Μαρτέλο""",Β
127,"Δ. ""Σε γυμναστήρια και στην Αγορά""",Δ
128,"Δ. ""Απελευθέρωση της πολιορκημένης Ακρόπολης""",Δ
129,"Η σωστή απάντηση είναι η Γ. ""Ρωμαϊκή θάλασσα"".",Α
130,"Γ. ""Προσχώρηση στη μουσουλμανική θρησκεία""",Γ
131,"Α. ""Το 1914""",Α
132,"Β. ""Για να κυβερνηθεί καλύτερα""",Β
133,"Β. ""480 π.Χ.""",Β
134,"Γ. ""Τετραρχία""",Γ
135,"Δ. ""Αλέξανδρος Μαυροκορδάτος""",Δ
136,"Γ. ""Βούλγαροι αντάρτες""",Γ
137,"Δ. ""Πολίτες, Μέτοικοι, Δούλοι""",Δ
138,Η σωστή απάντηση είναι η Δ. 'Η Εγνατία Οδός'.,Δ
139,"Δ. ""Για την οργανωμένη ασφάλεια των ανθρώπων""",Δ
140,"Δ. ""Να μαθαίνουν τέχνες από ειδικούς τεχνίτες""",Δ
141,Η σωστή απάντηση είναι η Δ. 'Γιατί συνοδευόταν από το μουσικό όργανο λύρα'.,Δ
142,"Δ. ""Εμπορικές ενώσεις""",Α
143,"Β. ""Θούριος""",Β
144,"Δ. ""Μιλτιάδης""",Δ
145,"Β. ""Σε τέσσερις τάξεις""",Β
146,"Η σωστή απάντηση είναι η Α. ""Βασιλική Οδός"".",Δ
147,Η σωστή απάντηση είναι η Δ. 'Με επεισόδια ανάμεσα στους Πράσινους και τους Βένετους στον Ιππόδρομο'.,Δ
148,"Β. ""371 π.Χ.""",Β
149,Η σωστή απάντηση είναι η Β. 'Στον Λέοντα Γ' τον Ίσαυρο'.,Δ
150,"Α. ""1774""",Α
151,"Β. ""Μόνο στην Ασία""",Α
152,"Β. ""Τη μάθαιναν και τη μετέφραζαν""",Β
153,"Η σωστή απάντηση είναι η Γ: ""Μάιος 1821"".",Γ
154,"Δ. ""Στο εμπόριο και τη ναυτιλία""",Δ
155,"Δ. ""Η Εκκλησία""",Δ
156,"Δ. ""Πυρπολικά""",Δ
157,"Δ. ""Να εγκαθίστανται ειρηνικά""",Α
158,"Β. ""Οδυσσέας Ανδρούτσος""",Β
159,"Β. ""Ο γιος του""",Β
160,"Α. ""Για να τους κατακτήσουν ευκολότερα""",Α
161,"Η σωστή απάντηση είναι η Β. ""Η αγορά"".",Β
162,"Η σωστή απάντηση είναι η Γ: ""Επτάλοφη"".",Γ
163,"Β. ""Δημητριακά (ψωμί/κριθάρι), ελιές, ψάρια και λαχανικά""",Β
164,"Δ. ""Τη Μικρά Ασία""",Γ
165,Η σωστή απάντηση είναι η Β: 'Γιατί και στα δύο του παράλια κατοικούσαν Έλληνες'.,Β
166,"Δ. ""Επαμεινώνδα""",Δ
167,"Α. ""Βασική ανάγνωση και γραφή, μουσική και χορός, καθώς και σωματική και στρατιωτική εκπαίδευση""",Α
168,"Α. ""Καλλιεργούσαν τη γη και φρόντιζαν τα ζώα τους""",Α
169,"Α. ""Τους υποδέχονταν θριαμβευτικά στην πόλη τους και τους στεφάνωναν με κότινο""",Α
170,"Δ. ""Στην Τρίπολη""",Γ
171,"Β. ""Μαχμούτ (Δράμαλης)""",Β
172,"Δ. ""Βίκτωρ Ουγκώ""",Δ
173,"Η σωστή απάντηση είναι η Γ: ""Οι εικονομάχοι"".",Α
174,"Α. ""Τον μιμήθηκαν και τον διέδωσαν""",Α
175,Η σωστή απάντηση είναι η Γ. 'Για να κάνουν την πόλη την πιο όμορφη στην αυτοκρατορία'.,Γ
176,"Α. ""Να καταπνίξουν την Ελληνική Επανάσταση""",Α
177,"Δ. ""Οι πολιορκημένοι ανατινάχθηκαν""",Δ
178,"Α. ""Χρησιμοποίησε και Πέρσες αξιωματούχους""",Α
179,"Β. ""Δούλοι""",Β
180,"Η σωστή απάντηση είναι η Α. ""Ιωάννης Εϋνάρδος"".",Α
181,"Β. ""Γερμανός Καραβαγγέλης""",Γ
182,"Η σωστή απάντηση είναι η επιλογή Β: ""Βαγιαζήτ Α'"".",Γ
183,"Β. ""1185""",Α
184,"Β. ""Εθνικός Διχασμός""",Β
185,"Η σωστή απάντηση είναι η Γ. ""Οι Γάλλοι"".",Α
186,"Γ. ""Θεόδωρος Κολοκοτρώνης""",Δ
187,Η σωστή απάντηση είναι η Β. 'Ήταν απλώς διακοσμητική'.,Β
188,"Δ. ""Κωνσταντίνος Καραμανλής""",Δ
189,"Β. ""Μακρύ δόρυ""",Β
190,"Δ. ""Κρήτες, Ρόδιοι και Σαμιώτες""",Α
191,"Β. ""Θεόδωρος Κολοκοτρώνης""",Β
192,"Δ. ""Κρήτη""",Β
193,"Β. ""Άγκυρα""",Β
194,"Β. ""Κωνσταντίνος""",Β
195,"Δ. ""Το κίνημα των Ζηλωτών""",Δ
196,"Β. ""Ένοπλοι Έλληνες που ζούσαν στην ύπαιθρο και αντιστέκονταν στους Τούρκους""",Β
197,"Γ. ""Ευαγγελική Σχολή Σμύρνης""",Γ
198,"Β. ""Νικίας""",Γ
199,Η σωστή απάντηση είναι η Γ: 'Μία συνθήκη ειρήνης μεταξύ Ελλήνων και Περσών'.,Γ
200,"Δ. ""Στην Πάτρα""",Γ
201,"Β. ""Από τη Δράμα""",Β
202,"Β. ""Το 431 π.Χ.""",Β
203,"Δ. ""Ελληνικές κοινότητες σε διάφορες πόλεις""",Δ
204,"Δ. ""Στο Λιτόχωρο της Πιερίας""",Δ
205,"Δ. ""Δωριείς""",Δ
206,"Γ. ""Να απελευθερώσει τους βαλκανικούς λαούς από τους Τούρκους""",Γ
207,"Β. ""Ύδρα""",Β
208,"Β. ""Η Βουλή των Πεντακοσίων""",Β
209,"Α. ""Τις χαμηλές τάξεις""",Α
210,"Γ. ""Έγιναν είλωτες και καλλιεργούσαν τη γη""",Γ
211,"Α. ""Εκμεταλλευόμενοι την πολιτική αναστάτωση""",Α
212,"Δ. ""Δωρεάν γη για καλλιέργεια""",Δ
213,"Η σωστή απάντηση είναι η Β. ""Νοέμβριος 1826"".",Γ
214,"Α. ""Ορεινοί πολεμιστές από το Σούλι της Ηπείρου που αντιστάθηκαν στον Αλή Πασά και στους Οθωμανούς""",Α
215,"Δ. ""40 βουλευτές""",Β
216,"Β. ""Οι Δωριείς""",Α
217,"Δ. ""1261""",Δ
218,"Β. ""Φρούριο Ρούμελη Χισάρ""",Β
219,"Β. ""Κερατσίνι""",Β
220,"Δ. ""1081""",Β
221,"Α. ""Χαρίλαος Τρικούπης""",Α
222,"Γ. ""Ένα πνευματικό κίνημα που μετέδωσε ευρωπαϊκές ιδέες""",Γ
223,"Δ. ""Μάχη του Πουατιέ""",Δ
224,"Β. ""Γεώργιος Γρίβας""",Β
225,"Η σωστή απάντηση είναι η επιλογή Α: ""Ενίσχυσαν την επιρροή τους και ανέκτησαν έλεγχο πόλεων στη Μικρά Ασία"".",Α
226,"Γ. ""Το κρησφύγετό τους""",Γ
227,"Η σωστή απάντηση είναι η Γ: ""Να φυλάνε τα ανατολικά σύνορα"".",Γ
228,Η σωστή απάντηση είναι η Γ. 'Μεταφέρθηκε στην Κτησιφώντα'.,Γ
229,"Η σωστή απάντηση είναι η Δ: ""Διαίρει και βασίλευε"".",Δ
230,"Β. ""Ο Εθνικός Στρατός (Κυβερνητικός)""",Α
231,"Η σωστή απάντηση είναι η Γ: ""Έγινε αρχηγός του στόλου των πυρπολικών"".",Α
232,"Η σωστή απάντηση είναι η Γ. ""Απρίλιος 1821"".",Β
233,"Η σωστή απάντηση είναι η Γ. ""Ιουστινιάνης"".",Β
234,"Η σωστή απάντηση είναι η Γ: ""Ο τσάρος της Ρωσίας"".",Γ
235,"Δ. ""527 μ.Χ.""",Δ
236,"Δ. ""Την έκαναν επαρχία του Ρωμαϊκού κράτους""",Δ
237,"Α. ""Οι Βαυαροί""",Α
238,"Γ. ""Ένας λόγιος μοναχός που ίδρυε σχολεία""",Γ
239,"Α. ""Αμβροσία και νέκταρ""",Α
240,"Δ. ""Ιωάννης Κωλέττης""",Δ
241,"Β. ""3 κράτη""",Β
242,"Α. ""Εκμεταλλευόμενοι την πολιτική αστάθεια και τη δυσαρέσκεια των πολιτών""",Α
243,Η σωστή απάντηση είναι η Β. 'Έχτιζαν ναό για να τελούν τα θρησκευτικά τους καθήκοντα'.,Β
244,"Δ. ""Ανθέμιος και Ισίδωρος""",Δ
245,"Η σωστή απάντηση είναι η Α: ""Κεφαλικός φόρος"".",Α
246,"Α. ""Οκτώβριος 1827""",Α
247,"Δ. ""28 Οκτωβρίου 1940""",Δ
248,"Η σωστή απάντηση είναι η Γ: ""Νενίκηκά σε, Σολομών"".",Γ
249,"Β. ""Λάδι, κρασί και άλλα προϊόντα""",Β
250,"Β. ""Στα Δερβενάκια""",Β
251,Η σωστή απάντηση είναι η Γ: 'Νίκησε τους Ρωμαίους σε τρεις μάχες'.,Α
252,"Δ. ""Θεοδόσιος""",Δ
253,Οι αμφικτιονίες ήταν θρησκευτικές ενώσεις ελληνικών φύλων για τη φροντίδα κοινών ιερών. Η σωστή απάντηση είναι η επιλογή Γ.,Γ
254,"Δ. ""Το 478 π.Χ.""",Δ
255,"Γ. ""Ως ελευθερωτή""",Γ
256,"Δ. ""313 μ.Χ.""",Δ
257,"Η σωστή απάντηση είναι η Α: ""Με αιφνιδιαστική εισβολή από αφύλακτη πύλη"".",Α
258,"Β. ""Κωνσταντίνος Κανάρης""",Α
259,"Β. ""Περίπου 14""",Γ
260,"Δ. ""Σόλων""",Δ
261,"Α. ""Σταδιακά, σε διαδοχικά κύματα""",Α
262,"Β. ""Οι Αιγύπτιοι""",Β
263,Η σωστή απάντηση είναι η Β: 'Την κατέστρεψαν πλήρως'.,Α
264,"Η σωστή απάντηση είναι η Γ. ""4 χρόνια"".",Α
265,"Γ. ""Βασίλειος Β΄""",Γ
266,"Β. ""Συμβουλευτικό σώμα""",Β
267,"Α. ""Να είναι αυτοδιοικούμενη""",Α
268,"Α. ""537 μ.Χ.""",Α
269,"Δ. ""Όταν κινδυνεύουν ή θέλουν να ζήσουν καλύτερα""",Δ
270,Η σωστή απάντηση είναι η Β. 'Μάρμαρο'.,Α
271,"Γ. ""Βυζάντιο""",Γ
272,"Δ. ""Τα μετέφραζαν στα λατινικά""",Δ
273,"Δ. ""Φιλόσοφος""",Δ
274,"Η σωστή απάντηση είναι η Α: ""Η Ρωσία κήρυξε πόλεμο κατά της Οθωμανικής Αυτοκρατορίας"".",Α
275,"Δ. ""Αισχύλος""",Δ
276,"Γ. ""Θεόδωρος Κολοκοτρώνης""",Γ
277,Η σωστή απάντηση είναι η Γ: 'Ήταν πλήρως απαλλαγμένη από φόρους'.,Δ
278,"Β. ""Ελληνικά""",Β
279,"Η σωστή απάντηση είναι η Γ: ""Αλεξάνδρεια"".",Γ
280,"Α. ""Κρητική Επανάσταση""",Α
281,"Δ. ""23 Σεπτεμβρίου 1821""",Δ
282,"Δ. ""Στρατηγό""",Δ
283,"Β. ""Κρούμος""",Β
284,"Γ. ""Αλεξάνδρεια""",Γ
285,"Η σωστή απάντηση είναι η Γ. ""Η Μεσόγειος Θάλασσα"".",Γ
286,"Β. ""22 Φεβρουαρίου""",Β
287,"Η σωστή απάντηση είναι η Γ: ""Προς την Αίγυπτο και στη συνέχεια από ξηράς προς την Ιερουσαλήμ"".",Γ
288,"Δ. ""Περίοδος ρωμαϊκής ειρήνης""",Δ
289,"Γ. ""Διονύσιος Σολωμός""",Γ
290,"Η σωστή απάντηση είναι η Γ. ""Επίσημα ουδέτερη"".",Γ
291,"Α. ""Πολλές πόλεις όπως η Αθήνα, η Κόρινθος και η Θήβα""",Α
292,"Β. ""Από τους Φοίνικες""",Β
293,"Δ. ""Ένα μακρύ δόρυ""",Δ
294,"Η σωστή απάντηση είναι η Γ. ""60 καράβια"".",Α
295,"Β. ""Δέκα""",Α
296,"Γ. ""Θεμιστοκλής""",Γ
297,Η σωστή απάντηση είναι η Δ. 'Διέφερε από περιοχή σε περιοχή'.,Δ
298,"Β. ""Το Νοέμβριο του 1973""",Β
299,"Η σωστή απάντηση είναι η Α: ""Με βάση τη γη και την περιουσία τους"".",Α
300,Ο Α΄ Βαλκανικός Πόλεμος ξεκίνησε στις 8 Οκτωβρίου 1912. Η σωστή απάντηση είναι η Γ.,Γ
301,"Α. ""Μάχη στα Γαυγάμηλα""",Α
302,"Β. ""Αντιβασιλείς""",Β
303,"Α. ""Ιωάννης Καποδίστριας""",Α
304,Η σωστή απάντηση είναι η Γ. '1875'.,Γ
305,"Β. ""Με τη γεωργία και την κτηνοτροφία""",Β
306,"Δ. ""Κέντημα και πλέξιμο δίπλα στις μητέρες τους""",Δ
307,"Β. ""Θησέας""",Β
308,"Δ. ""Αυτονομία""",Δ
309,"Η σωστή απάντηση είναι η Α: ""Τους προστάτευαν και έδειχναν φιλοξενία"".",Α
310,"Α. ""Κωστής Παλαμάς""",Α
311,"Β. ""Σελτζούκοι Τούρκοι""",Β
312,"Α. ""Τη νομαρχία, όπου εξουσιάζουν οι νόμοι""",Α
313,"Α. ""Χριστιανισμό""",Α
314,Η σωστή απάντηση είναι η Γ: 'Οι Αθηναίες ήταν πιο ελεύθερες'.,Α
315,"Β. ""Αθηνά""",Β
316,"Δ. ""Η αγορά""",Γ
317,"Α. ""Πιάστηκε αιχμάλωτος και θανατώθηκε""",Α
318,"Β. ""1973""",Β
319,"Β. ""Οι φτωχοί αγρότες""",Γ
320,"Α. ""Ίδρυσε νέες πόλεις με ναούς, θέατρα και τείχη""",Α
321,Η σωστή απάντηση είναι η Δ. 'Επειδή οι Ρωμαίοι διέθεταν ισχυρό στόλο'.,Δ
322,"Α. ""Κωνσταντίνος Κανάρης""",Α
323,"Β. ""Νερωμένο κρασί""",Β
324,"Δ. ""Άραβες""",Δ
325,"Β. ""Τον Πελοποννησιακό πόλεμο""",Β
326,Η σωστή απάντηση είναι η Γ. 'Ο Ρατισλάβος'.,Γ
327,"Δ. ""Οι μετακινήσεις έγιναν λόγω ασφάλειας και αναζήτησης καλύτερης ζωής""",Δ
328,"Β. ""Πανεπιστήμιο Αθηνών""",Β
329,"Α. ""Κλεφτοπόλεμο""",Α
330,"Α. ""Απελευθέρωση των Αγίων Τόπων""",Α
331,"Β. ""Για να σώσει την Αθήνα από τους Δωριείς""",Β
332,"Β. ""Ένα χρόνο""",Β
333,"Γ. ""Λιτή""",Γ
334,"Β. ""Ονώριος""",Α
335,"Β. ""Με τη γεωργία (καλλιέργεια σιταριού, αμπελιών και ελιών)""",Β
336,Η σωστή απάντηση είναι η Γ. '146 π.Χ.'.,Γ
337,"Β. ""Ο Φίλιππος Β΄""",Γ
338,"Β. ""Ελλάδα""",Α
339,Η σωστή απάντηση είναι η Δ: 'Πολλοί μιλούσαν και έγραφαν ελληνικά'.,Δ
340,"Η σωστή απάντηση είναι η Γ: ""Αγώνες και δημόσιες εκδηλώσεις"".",Γ
341,Η σωστή απάντηση είναι η Γ: 'Τους ανάγκασε να εγκαταλείψουν τα χωράφια τους'.,Δ
342,"Β. ""Ιεροδικείο""",Β
343,"Β. ""Στην Οδησσό της Ρωσίας""",Β
344,"Β. ""Τους έδιναν γη και τους χρησιμοποιούσαν ως μισθοφόρους""",Β
345,"Η σωστή απάντηση είναι η Α. ""Την αρχαία ελληνική"".",Γ
346,"Δ. ""Χίος""",Δ
347,Η σωστή απάντηση είναι η Δ. 'Βασιλεύουσα'.,Δ
348,"Β. ""Αρκάδιος""",Β
349,"Δ. ""Αλέξιος Στρατηγόπουλος""",Δ
350,"Η σωστή απάντηση είναι η Γ: ""Στις 4 Αυγούστου 1936"".",Γ
351,"Β. ""Η περίοδος των Μακεδόνων αυτοκρατόρων""",Β
352,"Β. ""Περικλής""",Β
353,"Β. ""Εμμανουήλ Παπάς""",Β
354,"Δ. ""Ο Μάγιστρος Βώνος""",Γ
355,"Δ. ""1945""",Δ
356,"Γ. ""Δηλιακή Συμμαχία""",Γ
357,"Η σωστή απάντηση είναι η Α: ""Μάχη του Μαραθώνα"".",Α
358,Η σωστή απάντηση είναι η Α. 'Ότι οι εικόνες πρέπει να τιμώνται (τιμητική προσκύνηση) στην Εκκλησία'.,Α
359,Η σωστή απάντηση είναι η Γ. '537 μ.Χ.'.,Γ
360,Η σωστή απάντηση είναι η Γ. '300 μέλη'.,Γ
361,"Γ. ""Επίδαυρος""",Γ
362,Η σωστή απάντηση είναι η Γ: 'Έκοψε νέο χρυσό νόμισμα'.,Γ
363,"Η σωστή απάντηση είναι η επιλογή Β: ""Ο Αριστείδης"".",Β
364,"Α. ""Όλοι οι ελεύθεροι κάτοικοι της αυτοκρατορίας""",Α
365,Η σωστή απάντηση είναι η Β. 'Παρακολουθούσαν από ξεχωριστό χώρο'.,Β
366,"Δ. ""Μάχη των Πλαταιών""",Δ
367,"Γ. ""Οι Τούρκοι πυρπόλησαν την ελληνική συνοικία""",Γ
368,"Γ. ""Λυκούργος""",Γ
369,"Β. ""Γεωργάκης Ολύμπιος""",Β
370,"Β. ""Από τον Πατριάρχη Κωνσταντινουπόλεως""",Α
371,"Β. ""Περικλής""",Δ
372,"Α. ""Στην Πελοπόννησο""",Α
373,"Β. ""Γεώργιος Παπαδόπουλος""",Β
374,"Δ. ""Σλάβοι""",Δ
375,"Α. ""Μάιος 1919""",Α
376,"Β. ""Να κάνουν επιδρομές στα χωριά του κάμπου""",Β
377,"Δ. ""Οι εικονολάτρες""",Δ
378,Η σωστή απάντηση είναι η Β. '1834'.,Β
379,"Α. ""Φειδίας""",Α
380,"Η σωστή απάντηση είναι η Γ: ""Παύλος Κουντουριώτης"".",Β
381,"Δ. ""Οδησσός""",Δ
382,"Β. ""Άβαροι""",Β
383,Η σωστή απάντηση είναι η Γ: 'Καταστράφηκαν και λεηλατήθηκαν'.,Γ
384,"Δ. ""Για τις χαρές και τις λύπες των ανθρώπων""",Δ
385,"Δ. ""Η πλήρης υποταγή στον άνδρα ήταν το ιδανικό""",Δ
386,"Α. ""527 μ.Χ.""",Α
387,"Η σωστή απάντηση είναι η Γ: ""Η προσπάθεια της Αθήνας να εξαπλώσει το εμπόριό της στο Αιγαίο"".",Β
388,"Β. ""Μέγας Βασίλειος, Γρηγόριος, Ιωάννης""",Β
389,"Α. ""Τους φτωχούς αγρότες""",Α
390,"Β. ""Γαλλία, Αγγλία, Ρωσία""",Β
391,Η σωστή απάντηση είναι η Γ. '19 Απριλίου 1824'.,Γ
392,"Β. ""Την έμαθαν και την καλλιέργησαν""",Β
393,"Α. ""Αντιόχεια""",Α
394,"Γ. ""Τα αντέγραψαν και τα διέσωσαν""",Γ
