id,question,answers,best_answer,best_answer_index
26,Πού αποβιβάστηκε ο Ιμπραήμ Πασάς τον χειμώνα του 1824-1825;,"Α. ""Στην Κρήτη""

Β. ""Στη Μεθώνη""

Γ. ""Στα Ψαρά""

Δ. ""Στην Κάσο""",Στη Μεθώνη,Β
27,Πώς αντιμετώπισε ο αυτοκράτορας Αρκάδιος τους εξωτερικούς κινδύνους;,"Α. ""Μόνο με πόλεμο""

Β. ""Μόνο με διπλωματία""

Γ. ""Με πολεμικά και διπλωματικά μέσα""

Δ. ""Δεν τους αντιμετώπισε καθόλου""",Με πολεμικά και διπλωματικά μέσα,Γ
28,Πότε ξεκίνησε η Ελληνική Επανάσταση;,"Α. ""1453""

Β. ""1797""

Γ. ""1669""

Δ. ""1821""",1821,Δ
29,Τι συνέβη στο κράτος του Μεγάλου Αλεξάνδρου μετά τον θάνατό του;,"Α. ""Παρέμεινε ενωμένο""

Β. ""Διαλύθηκε εντελώς""

Γ. ""Την εξουσία πήρε ο γιός του""

Δ. ""Διασπάστηκε σε ελληνιστικά βασίλεια από τους Διαδόχους του""",Διασπάστηκε σε ελληνιστικά βασίλεια από τους Διαδόχους του,Δ
30,Το 1981 η Ελλάδα εντάχθηκε σε ποια ευρωπαϊκή κοινότητα;,"Α. ""Ευρωπαϊκή Συμμαχία""

Β. ""Παγκόσμια Οικονομική Κοινότητα""

Γ. ""Ευρωπαϊκή Ένωση""

Δ. ""Ευρωπαϊκή Οικονομική Κοινότητα (Ε.Ο.Κ.)""",Ευρωπαϊκή Οικονομική Κοινότητα (Ε.Ο.Κ.),Δ
31,Ποιες μαθήτριες είχαν δυσκολία να παρακολουθήσουν μαθήματα στο Βυζάντιο;,"Α. ""Όλες οι μαθήτριες""

Β. ""Οι κόρες των εύπορων οικογενειών""

Γ. ""Οι κόρες των φτωχών οικογενειών""

Δ. ""Κανείς""",Οι κόρες των φτωχών οικογενειών,Γ
32,Ποια πόλη-κράτος ήταν η ηγετική δύναμη της Βοιωτικής Συμμαχίας;,"Α. ""Αθήνα""

Β. ""Σπάρτη""

Γ. ""Θήβα""

Δ. ""Κόρινθος""",Θήβα,Γ
33,Με ποιον τρόπο οι Βυζαντινοί ευχαρίστησαν την Παναγία για τη σωτηρία της Κωνσταντινούπολης από τους εχθρούς;,"Α. ""Με τον Ακάθιστο Ύμνο""

Β. ""Με στρατιωτική επίθεση""

Γ. ""Με διπλωματικές συμφωνίες""

Δ. ""Με οικονομικό αποκλεισμό""",Με τον Ακάθιστο Ύμνο,Α
34,Τι ποσοστό της Κύπρου κατέλαβαν οι Τούρκοι το 1974;,"Α. ""37%""

Β. ""25%""

Γ. ""50%""

Δ. ""20%""",37%,Α
35,Ποιος από τους παρακάτω ήταν Μανιάτης πολεμιστής;,"Α. ""Λάμπρος Κατσαντώνης""

Β. ""Γεώργιος Καραϊσκάκης""

Γ. ""Οδυσσέας Ανδρούτσος""

Δ. ""Κροκόδειλος Κλαδάς""",Κροκόδειλος Κλαδάς,Δ
36,Τι χρησιμοποίησε ο Αννίβας στην εκστρατεία του προς την Ιταλία;,"Α. ""Μόνο πεζικό""

Β. ""Πεζικό, ιππικό και ελέφαντες""

Γ. ""Μόνο ιππικό""

Δ. ""Πολεμικά πλοία""","Πεζικό, ιππικό και ελέφαντες",Β
37,Τι σηματοδότησε η Συνθήκη του Μάαστριχτ;,"Α. ""Την κατάργηση του ευρώ""

Β. ""Τη δημιουργία της Ευρωπαϊκής Ένωσης και την πορεία προς το κοινό νόμισμα (ευρώ)""

Γ. ""Την αποχώρηση της Ελλάδας από την Ε.Ε.""

Δ. ""Τον τερματισμό των οικονομικών συναλλαγών""",Τη δημιουργία της Ευρωπαϊκής Ένωσης και την πορεία προς το κοινό νόμισμα (ευρώ),Β
38,Ποιος ήταν ο Ρήγας Βελεστινλής;,"Α. ""Ένας επαναστάτης και εμπνευστής του νεοελληνικού Διαφωτισμού""

Β. ""Ένας αξιωματικός του ρωσικού στρατού""

Γ. ""Ένας δάσκαλος του Γένους""

Δ. ""Ένας μοναχός και ιεροκήρυκας""",Ένας επαναστάτης και εμπνευστής του νεοελληνικού Διαφωτισμού,Α
39,"Όταν ξεσπούσε πόλεμος στη Σπάρτη, ποιος αναλάμβανε την αρχηγία του στρατού;","Α. ""Έκλειναν τις πόλεις""

Β. ""Έστελναν μόνο τους νέους""

Γ. ""Οι βασιλιάδες αναλάμβαναν την αρχηγία του στρατού""

Δ. ""Ζητούσαν βοήθεια από άλλες πόλεις""",Οι βασιλιάδες αναλάμβαναν την αρχηγία του στρατού,Γ
40,Πότε έληξε ο Α΄ Βαλκανικός Πόλεμος;,"Α. ""Τον Ιούνιο του 1913""

Β. ""Τον Ιανουάριο του 1913""

Γ. ""Τον Μάιο του 1913""

Δ. ""Τον Αύγουστο του 1914""",Τον Μάιο του 1913,Γ
41,Ποιος νόμος προστάτευε τους μικροϊδιοκτήτες από τους πλούσιους στη Βυζαντινή Αυτοκρατορία;,"Α. ""Ο νόμος της Επαναγωγής""

Β. ""Ο Γεωργικός Νόμος""

Γ. ""Ο νόμος του Αλληλέγγυου""

Δ. ""Ο νόμος των Θεμάτων""",Ο νόμος του Αλληλέγγυου,Γ
42,Πώς γινόταν η εκπαίδευση των αγοριών στην αρχαία Αθήνα;,"Α. ""Σε δημόσια σχολεία""

Β. ""Μόνο στο στρατό""

Γ. ""Με τη συνοδεία παιδαγωγού σε γραμματιστή""

Δ. ""Από τους γονείς στο σπίτι""",Με τη συνοδεία παιδαγωγού σε γραμματιστή,Γ
43,"Ποια χώρα εισέβαλε στην Αλβανία το 1939, λίγο πριν τον Β΄ Παγκόσμιο Πόλεμο;","Α. ""Γερμανία""

Β. ""Βουλγαρία""

Γ. ""Αγγλία""

Δ. ""Ιταλία""",Ιταλία,Δ
44,Ποιος επέβλεπε την αγορά στο Βυζάντιο;,"Α. ""Ο αυτοκράτορας""

Β. ""Οι έμποροι""

Γ. ""Οι στρατιωτικοί""

Δ. ""Ο Έπαρχος της Πόλης""",Ο Έπαρχος της Πόλης,Δ
45,Ποιο έτος έγινε η μάχη του Μαραθώνα;,"Α. ""350 π.Χ.""

Β. ""490 π.Χ.""

Γ. ""480 π.Χ.""

Δ. ""460 π.Χ.""",490 π.Χ.,Β
46,Ποια χώρα αποτέλεσε τον σημαντικότερο προορισμό των Ελλήνων μεταναστών στη μεταπολεμική περίοδο (ιδίως τη δεκαετία του 1960);,"Α. ""Αυστραλία""

Β. ""Γερμανία""

Γ. ""Καναδάς""

Δ. ""Γαλλία""",Γερμανία,Β
47,Ποιου τύπου πόλεις-κράτη συμμετείχαν κυρίως στην Α΄ Αθηναϊκή (Δηλιακή) Συμμαχία;,"Α. ""Κυρίως παραθαλάσσιες και νησιωτικές πόλεις-κράτη""

Β. ""Αθήνα και Σπάρτη""

Γ. ""Αθήνα και Κόρινθος""

Δ. ""Όλες οι ελληνικές πόλεις-κράτη""",Κυρίως παραθαλάσσιες και νησιωτικές πόλεις-κράτη,Α
48,Ποιο στοιχείο διευκόλυνε τις σχέσεις μεταξύ των πόλεων της Βοιωτικής Συμμαχίας;,"Α. ""Το κοινό τους νόμισμα""

Β. ""Οι δρόμοι""

Γ. ""Η θρησκεία""

Δ. ""Οι συμμαχίες""",Το κοινό τους νόμισμα,Α
49,Ποιοι πήραν την εξουσία στα χέρια τους με το αριστοκρατικό πολίτευμα;,"Α. ""Οι φτωχοί""

Β. ""Οι εργάτες""

Γ. ""Οι στρατιώτες""

Δ. ""Οι άριστοι""",Οι άριστοι,Δ
50,Ποια είναι η ημερομηνία της Άλωσης της Κωνσταντινούπολης;,"Α. ""29 Απριλίου 1453""

Β. ""29 Ιουνίου 1453""

Γ. ""29 Ιουλίου 1453""

Δ. ""29 Μαΐου 1453""",29 Μαΐου 1453,Δ
51,Ποια χώρα αποβίβασε στρατό και κατέλαβε τη Σμύρνη το 1919;,"Α. ""Ελλάδα""

Β. ""Βρετανία""

Γ. ""Γαλλία""

Δ. ""Ιταλία""",Ελλάδα,Α
52,"Ποιος διατύπωσε τη φράση: «Ένα έθνος, για να γίνει έθνος, θέλει δύο πράγματα: Να μεγαλώσουν τα σύνορά του και να κάνει φιλολογία δική του»;","Α. ""Ιωάννης Κωλέττης""

Β. ""Γιάννης Ψυχάρης""

Γ. ""Κοσμάς Δουμπιώτης""

Δ. ""Χαρίλαος Τρικούπης""",Γιάννης Ψυχάρης,Β
53,Σε ποιον ποταμό ήταν χτισμένη η Ρώμη;,"Α. ""Στον ποταμό Δούναβη""

Β. ""Στον ποταμό Τίβερη""

Γ. ""Στον ποταμό Ρήνο""

Δ. ""Στον ποταμό Πάδο""",Στον ποταμό Τίβερη,Β
54,Τι συνέβη στους Έλληνες της Μικράς Ασίας όταν υποδουλώθηκαν στους Πέρσες;,"Α. ""Το εμπόριο άνθησε""

Β. ""Παρέμειναν ανεπηρέαστοι""

Γ. ""Το εμπόριο παρήκμασε""

Δ. ""Έγιναν πλουσιότεροι""",Το εμπόριο παρήκμασε,Γ
55,Τι οδήγησε το ελληνικό κράτος σε πτώχευση το 1893;,"Α. ""Ο πόλεμος με την Τουρκία""

Β. ""Η κατάρρευση του εμπορίου σταφίδας""

Γ. ""Οι υψηλές στρατιωτικές δαπάνες""

Δ. ""Η έλλειψη τραπεζών""",Η κατάρρευση του εμπορίου σταφίδας,Β
56,Ποιος παρέδωσε τη Θεσσαλονίκη στους Έλληνες;,"Α. ""Ελευθέριος Βενιζέλος""

Β. ""Παύλος Κουντουριώτης""

Γ. ""Διάδοχος Κωνσταντίνος""

Δ. ""Χασάν Ταχσίν Πασάς""",Χασάν Ταχσίν Πασάς,Δ
57,Γιατί ήταν σημαντική η άλωση της Τριπολιτσάς;,"Α. ""Γιατί συντρίβηκε η βασική στρατιωτική βάση των Τούρκων στην Πελοπόννησο""

Β. ""Γιατί οι Έλληνες κατέλαβαν ένα μικρό χωριό""

Γ. ""Γιατί ήταν μια εύκολη νίκη""

Δ. ""Γιατί κατέλαβαν μόνο όπλα""",Γιατί συντρίβηκε η βασική στρατιωτική βάση των Τούρκων στην Πελοπόννησο,Α
58,"Τι συνέβη στη Σμύρνη το 1922, μετά τη Μικρασιατική Εκστρατεία;","Α. ""Έμεινε ανέπαφη""

Β. ""Αναπτύχθηκε οικονομικά""

Γ. ""Λεηλατήθηκε και καταστράφηκε""

Δ. ""Έγινε πρωτεύουσα του ελληνικού κράτους""",Λεηλατήθηκε και καταστράφηκε,Γ
59,Ποιος ήταν ο διάσημος στρατηγός του Ιουστινιανού που νίκησε τους Βανδάλους στη Βόρεια Αφρική;,"Α. ""Ναρσής""

Β. ""Κωνσταντίνος""

Γ. ""Ιουστίνος""

Δ. ""Βελισάριος""",Βελισάριος,Δ
60,Τι είναι τα κρυοπαγήματα;,"Α. ""Ένα είδος γλυκού""

Β. ""Τραυματισμός των ιστών από υπερβολικό κρύο""

Γ. ""Μία ασθένεια""

Δ. ""Μία μορφή άσκησης""",Τραυματισμός των ιστών από υπερβολικό κρύο,Β
61,Τι πίστευε ο Καποδίστριας ότι στηρίζει την πρόοδο της χώρας;,"Α. ""Τη γεωργία""

Β. ""Το εμπόριο""

Γ. ""Τη ναυτιλία""

Δ. ""Τη βιοτεχνία""",Τη γεωργία,Α
62,Η βυζαντινή τέχνη περιλάμβανε μόνο θρησκευτικά έργα;,"Α. ""Ναί, αποκλειστικά θρησκευτικά""

Β. ""Όχι, είχε και κοσμικά έργα""

Γ. ""Μόνο διακοσμητικά αντικείμενα""

Δ. ""Μόνο αρχιτεκτονική""","Όχι, είχε και κοσμικά έργα",Β
63,Με τι διακοσμούσαν οι Βυζαντινοί το εσωτερικό των ναών σε περιόδους οικονομικής ακμής;,"Α. ""Ζωγραφιές""

Β. ""Κεραμικά πιάτα""

Γ. ""Ψηφιδωτές εικόνες""

Δ. ""Υφαντά""",Ψηφιδωτές εικόνες,Γ
64,Σε ποια χώρα σπούδασε ιατρική ο Αδαμάντιος Κοραής;,"Α. ""Στη Γαλλία""

Β. ""Στην Αυστρία""

Γ. ""Στην Ελλάδα""

Δ. ""Στην Ολλανδία""",Στη Γαλλία,Α
65,"Πού στρατοπέδευσαν οι οθωμανικές δυνάμεις το 1823, πριν από τη νυχτερινή επίθεση του Μάρκου Μπότσαρη;","Α. ""Στην Αθήνα""

Β. ""Στο Ναύπλιο""

Γ. ""Στο Κεφαλόβρυσο""

Δ. ""Στο Μεσολόγγι""",Στο Κεφαλόβρυσο,Γ
66,Ποιος ήταν ο κύριος σκοπός των Ολυμπιακών Αγώνων για τους αρχαίους Έλληνες;,"Α. ""Να τιμήσουν τον Δία""

Β. ""Να αναδείξουν τους καλύτερους αθλητές""

Γ. ""Να κερδίσουν χρηματικά έπαθλα""

Δ. ""Να ενώσουν τις ελληνικές πόλεις-κράτη""",Να τιμήσουν τον Δία,Α
67,Ποιος αποβιβάστηκε με τακτικό στρατό στη Χίο;,"Α. ""Δημήτριος Υψηλάντης""

Β. ""Κάρολος Φαβιέρος""

Γ. ""Κίτσος Τζαβέλας""

Δ. ""Ιωάννης Καποδίστριας""",Κάρολος Φαβιέρος,Β
68,Ποιος θεός συνδέεται με τον κεραυνό;,"Α. ""Ποσειδώνας""

Β. ""Δίας""

Γ. ""Άρης""

Δ. ""Απόλλωνας""",Δίας,Β
69,Ποιο κόμμα ίδρυσε ο Βενιζέλος;,"Α. ""Φιλελεύθεροι""

Β. ""Δημοκρατικό Κόμμα""

Γ. ""Συντηρητικό Κόμμα""

Δ. ""Προοδευτικό Κόμμα""",Φιλελεύθεροι,Α
70,Πόσοι Σπαρτιάτες πολέμησαν στις Θερμοπύλες;,"Α. ""700 Σπαρτιάτες""

Β. ""1000 Σπαρτιάτες""

Γ. ""300 Σπαρτιάτες""

Δ. ""500 Σπαρτιάτες""",300 Σπαρτιάτες,Γ
71,"Στις αλύτρωτες περιοχές της Οθωμανικής Αυτοκρατορίας (Μικρά Ασία, Πόντος, Ανατολική Θράκη), σε ποιες γλώσσες μιλούσαν συχνά οι Έλληνες;","Α. ""Ελληνικά, τουρκικά και αρμενικά""

Β. ""Μόνο ελληνικά""

Γ. ""Ελληνικά και λατινικά""

Δ. ""Μόνο τουρκικά""","Ελληνικά, τουρκικά και αρμενικά",Α
72,Γιατί ήταν σημαντική η κατάληψη του Μεσολογγίου κατά την Επανάσταση του 1821;,"Α. ""Επειδή ήταν μία όμορφη πόλη""

Β. ""Επειδή ήταν σημαντικό λιμάνι και οχυρό που έλεγχε τις επικοινωνίες με τα Ιόνια νησιά""

Γ. ""Επειδή είχε πολλούς κατοίκους""

Δ. ""Επειδή ήταν η πρωτεύουσα της Οθωμανικής Αυτοκρατορίας""",Επειδή ήταν σημαντικό λιμάνι και οχυρό που έλεγχε τις επικοινωνίες με τα Ιόνια νησιά,Β
73,Τι ήταν το Παιδομάζωμα;,"Α. ""Ένα παιδικό παιχνίδι""

Β. ""Ο εξαναγκασμός αγοριών σε στρατολόγηση από τους Οθωμανούς""

Γ. ""Μία εκπαιδευτική δραστηριότητα""

Δ. ""Μία αθλητική διοργάνωση""",Ο εξαναγκασμός αγοριών σε στρατολόγηση από τους Οθωμανούς,Β
74,Τι συνέβη στη «Στάση του Νίκα»;,"Α. ""Νίκησαν οι στασιαστές""

Β. ""Καταστράφηκε μεγάλο μέρος της πόλης""

Γ. ""Ο Ιουστινιανός παραιτήθηκε""

Δ. ""Δεν έγινε καμία καταστροφή""",Καταστράφηκε μεγάλο μέρος της πόλης,Β
75,Πόσοι βασιλιάδες υπήρχαν στη Σπάρτη μετά από τις μεταρρυθμίσεις του Λυκούργου;,"Α. ""Ένας""

Β. ""Δύο""

Γ. ""Τρείς""

Δ. ""Τέσσερις""",Δύο,Β
76,"Στη Ρώμη, ποιοι ανέλαβαν τη διοίκηση της πόλης μετά την εκδίωξη των βασιλέων;","Α. ""Πληβείοι""

Β. ""Πελάτες""

Γ. ""Πατρίκιοι""

Δ. ""Στρατιώτες""",Πατρίκιοι,Γ
77,Πότε καθιερώθηκε επίσημα από την ΕΕ η «Ημέρα της Ευρώπης» (9 Μαΐου);,"Α. ""1957""

Β. ""1985""

Γ. ""1950""

Δ. ""1993""",1985,Β
78,Τι έκαναν οι Σπαρτιάτες μετά τη νίκη τους στον Πελοποννησιακό Πόλεμο;,"Α. ""Έφυγαν από την Ελλάδα""

Β. ""Ενώθηκαν με τους Αθηναίους""

Γ. ""Παρέδωσαν την εξουσία στους Πέρσες""

Δ. ""Έβαλαν δικούς τους ανθρώπους να κυβερνούν τις ελληνικές πόλεις""",Έβαλαν δικούς τους ανθρώπους να κυβερνούν τις ελληνικές πόλεις,Δ
79,Ποιοι κατέλαβαν την Ελλάδα κατά τη διάρκεια του Β΄ Παγκοσμίου Πολέμου;,"Α. ""Άγγλοι και Γάλλοι""

Β. ""Αμερικανοί και Ρώσοι""

Γ. ""Ισπανοί και Πορτογάλοι""

Δ. ""Γερμανοί, Ιταλοί και Βούλγαροι""","Γερμανοί, Ιταλοί και Βούλγαροι",Δ
80,"Κατά την Οθωμανική περίοδο, ποια ήταν η κύρια προσδοκία των υπόδουλων Ελλήνων από τους Ρώσους;","Α. ""Να τους δώσουν όπλα""

Β. ""Να τους στείλουν τρόφιμα""

Γ. ""Να τους ελευθερώσουν από τους Τούρκους""

Δ. ""Να τους διδάξουν ρωσικά""",Να τους ελευθερώσουν από τους Τούρκους,Γ
81,Τι συνέβη στα ταμεία του βυζαντινού κράτους όταν ο Ηράκλειος έγινε αυτοκράτορας;,"Α. ""Ήταν πλήρη με πολλά χρήματα""

Β. ""Ήταν εντελώς άδεια""

Γ. ""Είχαν λίγα χρήματα""

Δ. ""Ήταν μισογεμάτα""",Ήταν εντελώς άδεια,Β
82,Ποιο ήταν ένα από τα αιτήματα των επαναστατών στο κίνημα του Γουδί (1909);,"Α. ""Να καταργήσουν τη Βουλή""

Β. ""Να διατηρήσουν το υπάρχον Σύνταγμα χωρίς αλλαγές""

Γ. ""Να καταργήσουν τον στρατό""

Δ. ""Να βελτιώσουν το υπάρχον Σύνταγμα""",Να βελτιώσουν το υπάρχον Σύνταγμα,Δ
83,Ποιο έτος συνέβη η Μικρασιατική Καταστροφή;,"Α. ""Το 1922""

Β. ""Το 1920""

Γ. ""Το 1921""

Δ. ""Το 1923""",Το 1922,Α
84,Ποιος Ρωμαίος αυτοκράτορας μετέφερε την πρωτεύουσα από τη Ρώμη στην Κωνσταντινούπολη;,"Α. ""Κωνσταντίνος Α΄ (ο Μέγας)""

Β. ""Διοκλητιανός""

Γ. ""Θεοδόσιος Α΄""

Δ. ""Ιουλιανός""",Κωνσταντίνος Α΄ (ο Μέγας),Α
