id,generated_answer,correct_answer
63,"Β. ""Η μικρότερη κλίμακα που μπορεί να χρησιμοποιήσει ο πυροσβέστης είναι η δεύτερη.""",Α
64,"Β. ""Σε φυσικά ή τεχνητά κλαδιά.""",Β
65,Η σωστή απάντηση είναι η επιλογή Β.,Α
66,"Α. ""ξετυλίγεται η κλωστή από το κουκούλι και τυλίγεται σε ανέμες.""",Α
67,"Β. ""Σε μια πυρκαγιά της πρώτης κατηγορίας μπορεί να χρησιμοποιηθεί νερό, ενώ σε μια πυρκαγιά της τρίτης κατηγορίας πρέπει να χρησιμοποιηθεί πυροσβεστήρας ξηράς σκόνης ή διοξειδίου του άνθρακα.""",Β
68,"Β. ""πρέπει να εμβαπτιστεί σε νερό, σαπούνι και σόδα.""",Α
69,"Β. ""κατά τους θερινούς μήνες.""",Β
70,"Β. ""τεντώνονται και δένονται κάθετα στις επάνω και κάτω ράβδους του αργαλειού.""",Α
71,"Β. ""Τον ξεχώνουν από το χώμα, τον κοπανούν να γίνει ψιλός και τέλος τον κοσκινίζουν.""",Β
72,"Α. ""κλαδέψτε τα ξερά κλαδιά από τα δένδρα και τους θάμνους.""",Α
73,"Β. ""Πάνω σε δύο ράβδους.""",Β
74,"Β. ""είναι προτιμότερο να φτιάχνονται από μέταλλο.""",Β
75,"Β. ""από κάτω προς τα επάνω.""",Β
76,"Β. ""μαζέψτε τις μάνικες στα μπαλκόνια.""",Α
77,"Β. ""Είναι τυλιγμένο σε σχήμα σφαιρικό.""",Α
78,Η σωστή απάντηση είναι η επιλογή Α.,Α
79,"Β. ""το ένα βρίσκεται στο επάνω μέρος και το άλλο στο κάτω μέρος, ενώ διαφέρει σε σχήμα, μέγεθος και δέσιμο με το πρώτο.""",Α
80,"Β. ""Επίσης, ένα από τα μέτρα αντιμετώπισης είναι η ακινητοποίηση του άκρου κάτω από το ύψος της καρδιάς.""",Β
81,"Β. ""να μην αφήσουν τα νήματα του αργαλειού να μπερδευτούν.""",Β
82,"Β. ""από εξογκώματα, που εμφανίζονται κάθετα και στα δύο άκρα και σχηματίζουν ένα σχήμα σαν χτένα.""",Α
83,"Β. ""με μεγάλα λοβώδη φύλλα και δυνατό κορμό.""",Α
84,"Β. ""τυλίγεται γύρω από το στόμα των στημονιών.""",Α
85,"Β. ""πιάνονται από τους ώμους.""",Α
86,"Β. ""από καυτό νερό και άνθη χαμομηλιού.""",Β
87,"Β. ""το νούμερο βελόνας που πρέπει να χρησιμοποιηθεί.""",Β
88,"Β. ""Ποτέ μετά από βροχή.""",Α
89,"Β. ""τοποθετούμε το νήμα κάτω από τη βελόνα.""",Α
90,"Β. ""η αριστερή βελόνα περνά μέσα από τους πόντους της δεξιάς.""",Α
91,"Β. ""το πολτοποιούμε στο πολυμηχάνημα και το ρίχνουμε στο μείγμα.""",Α
92,"Β. ""τα αφήνουμε στο σουρωτήρι μέχρι να στραγγίσουν.""",Β
93,"Β. ""τα ζεματίζουμε σε νερό που βράζει.""",Β
94,"Β. ""το κρέας απλώνεται κάθετα προς το έδαφος.""",Β
95,"Β. ""Η ουρά του.""",Α
96,"Β. ""από ασκό και από μεταλλικό μέρος.""",Β
97,"Β. ""Για εκσκαφή κάτω από την επιφάνεια είναι κατάλληλος ένας εκσκαφέας με μετωπικό κάδο. Αντίθετα για εκσκαφή χαλαρών εδαφών και φόρτωση υλικών πάνω από την επιφάνεια καταλληλότερος είναι ένας εκσκαφέας με ανεστραμμένο κάδο φόρτωσης.""",Α
98,"Β. ""Πραγματοποιούμε πρίση κάθετα προς τις ίνες του ξυλοτεμαχίου.""",Β
99,"Β. ""είναι πιθανόν να χρησιμοποιήσουμε τις κλίμακες 1:10 και 1:100, αντίστοιχα.""",Α
100,"Β. ""Η κλίση αυτή πρέπει να είναι μικρότερη του 1:20 ή του 5%, δηλαδή στο 1 m μήκος το κατέβασμα να μην υπερβαίνει τα 5 εκατοστά, ώστε να μην παρατηρείται θόρυβος στους σωλήνες από την οριζόντια κίνηση των λυμάτων.""",Β
101,"Β. ""πρέπει να μην υπερβαίνει τα 0,7 m/s προκειμένου να αυτοκαθαρίζονται οι σωλήνες (αποφυγή συγκέντρωσης στερεών αποβλήτων).""",Α
102,"Β. ""Γι' αυτό το λόγο οι διάμετροι των πλαστικών σωλήνων οδηγών πρέπει να είναι τουλάχιστον 20% μεγαλύτερες από αυτές των προβλεπόμενων σωληνώσεων.""",Β
103,"Β. ""λευκό μόνο.""",Β
104,"Β. ""δεν σπάει σε μεγάλα κομμάτια και θρυμματίζεται.""",Α
105,"Β. ""σε μεγάλα τετράγωνα κομμάτια.""",Α
106,"Β. ""Μαύρο.""",Α
107,"Β. ""Βυθίζοντάς τη σε άλμη.""",Β
108,"Β. ""για να ψήνεται ομοιόμορφα παντού.""",Β
109,"Β. ""εκείνο που δέχεται τον άνεμο από την αριστερή πλευρά οφείλει να απομακρύνεται από την πορεία του άλλου.""",Β
110,"Β. ""κάθε πλοίο πρέπει να μεταβάλει πορεία προς τα αριστερά ώστε να διέλθουν ασφαλώς.""",Α
111,"Β. ""δύο βραχέα σφυρίγματα σηματοδοτούν αλλαγή πορείας προς τα δεξιά.""",Α
112,"Β. ""χάρτινες συσκευασίες και χαρτοκιβώτια, αλουμινένια ή λευκοσιδηρικά κουτάκια, χάρτινα περιτυλίγματα και πλαστικές κατασκευές.""",Α
113,"Α. ""τη μετάβαση από ένα σημείο σε ένα άλλο με την αποφυγή περιοχών υψηλού κυματισμού και την όσο το δυνατό μικρότερη κατανάλωση καυσίμου.""",Α
114,"Β. ""απομακρύνονται οι επικίνδυνες ουσίες από τα ανακυκλώσιμα υλικά.""",Β
115,"Β. ""ελέγχονται και παρακολουθούνται τα υπόγεια και επιφανειακά ύδατα, τα στραγγίσματα, το βιοαέριο, οι καθιζήσεις, η συγκέντρωση μεθανίου και διάφορες μετεωρολογικές παράμετροι.""",Β
116,"Β. ""κατασκευάστε μια νέα φωλιά και παρατηρήστε από απόσταση. Αν το επισκεφτούν οι γονείς του, επικοινωνήστε με ένα κέντρο περίθαλψης άγριων ζώων.""",Α
117,"Β. ""Προτιμήστε να του χορηγήσετε νερό από μπουκάλι και όχι σε πιατάκι. Στη δεύτερη περίπτωση υπάρχει κίνδυνος εισρόφησης.""",Α
118,"Β. ""Κατά την περιποίησή του χρησιμοποιήστε βαμβακερές γάζες ή πετσέτες. Αποφύγετε τα τολύπια από βαμβάκι που μπορεί να αφήσουν νήματα στην πληγή.""",Β
119,Η σωστή απάντηση είναι η επιλογή Β.,Α
120,"Β. ""είναι αφύσικο να την περιμένει κουλουριασμένο στο έδαφος.""",Α
121,"Β. ""κατεβάζω ταχύτητα.""",Β
122,"Β. ""μετά τη συγκράτησή του προσπαθούμε να καλύψουμε τα ρουθούνια ενός ζώου ώστε να επιτύχουμε περιορισμό των ερεθισμάτων και μείωση του στρες.""",Α
123,"Β. ""Έντεκα και πέντε.""",Α
124,"Β. ""Σε σχηματισμό W.""",Α
125,"Β. ""όταν σκοπεύω να στρίψω ή να κάνω ελιγμό.""",Β
126,"Β. ""Τα ψάρια.""",Α
127,"Α. ""Ακίνητο πάνω στο πεντάλ.""",Β
128,"Β. ""κοτσύφια.""",Β
129,"Β. ""εναλλασσόμενος με διαφορετικούς τόνους.""",Α
130,"Β. ""συλλέγονται χωριστά από τα γενικά οικιακά απόβλητα.""",Β
131,"Β. ""έχουν εμβέλεια τουλάχιστον 100 μ.""",Α
132,"Β. ""είναι η ύπαρξη τουαλέτας για την εξυπηρέτηση κάθε κατηγορίας χρηστών με αντίστοιχη σήμανση.""",Β
133,"Β. ""χρειάζεται να γίνει ευθυγράμμιση.""",Α
134,"Β. ""Να είναι σταθερό, αντιολισθηρό και ανοιχτόχρωμο.""",Α
135,"Β. ""Απότομη άνοδος της θερμοκρασίας.""",Β
136,"Β. ""κι άναψε τη μηχανή.""",Α
137,"Β. ""αν αφαιρεθεί το φίλτρο.""",Α
138,"Β. ""ακούμπησε βαριεστημένα στην αποβάθρα.""",Β
139,"Β. ""Η κατανάλωση καυσίμου είναι μεγαλύτερη.""",Β
140,"Β. ""Στην καύση της βενζίνης.""",Β
141,"Β. ""μπορεί να υπερθερμανθεί η αντλία νερού.""",Α
142,"Β. ""στα οπίσθια λάστιχα.""",Α
143,"Α. ""μπορεί να υπερθερμανθεί ο κινητήρας.""",Α
144,"Β. ""μια σκιερή θέση, χώμα που να στραγγίζει πολύ καλά, να είναι αφράτο και πλούσιο σε οργανικές ουσίες.""",Α
145,"Β. ""είναι ο υπερβολικός θόρυβος.""",Β
146,"Β. ""η οσμή του κέδρου είναι περισσότερο αρωματική και η οσμή του πεύκου περισσότερο ρητινώδης.""",Β
147,"Β. ""ένα από τα καλύτερα ξύλα είναι το πλατάνι, που παράγει μικρή και ήρεμη φωτιά, ανάβει σχετικά εύκολα και καίγεται αργά. Αντίθετα, ξύλα όπως η ελιά που περιέχουν αρκετή υγρασία πρέπει να αποφεύγονται καθώς παράγουν πολύ καπνό.""",Α
148,"Β. ""γρατζουνώντας λίγο λίγο τις ρίζες μέχρι τη στιγμή που το πολύτιμο δάκρυ της Χίου ξεκινά σταγόνα σταγόνα να κάνει την εμφάνισή του.""",Α
149,"Β. ""φτιαγμένο από μέταλλο.""",Β
150,"Β. ""Ναι, οι ελιές είναι ανθεκτικές και ευδοκιμούν σε ξηρό, πετρώδες έδαφος.""",Α
151,"Β. ""τόσο μεγαλύτερη αντίσταση έχει στον αέρα, βοηθώντας τον αετό να φτάσει ψηλότερα.""",Α
152,"Β. ""Δεν θα ευδοκιμήσουν, για δεν αγαπούν την ξηρασία.""",Β
153,"Β. ""πρέπει το νερό να είναι αρκετά βαθύ.""",Β
154,"Β. ""Τα βιολιά.""",Α
155,"Β. ""το ένα αυτοκόλλητο ηλεκτρόδιο το βάζουμε δεξιά μια παλάμη κάτω από την μασχάλη και το άλλο λίγο πιο κάτω από την αριστερή κλείδα.""",Β
156,"Β. ""1,20μ.""",Α
157,"Β. ""δυσκολία στην αναπνοή, εφίδρωση, σπασμοί και μούδιασμα γύρω από το στόμα.""",Β
158,"Β. ""Με μια καρέκλα γραφείου.""",Β
159,"Β. ""Ένα δάχτυλο, ώστε να αφήσει μεγαλύτερο περιθώριο από όπου θα διέλθει ο αέρας κατά την εκπνοή.""",Α
160,"Β. ""επειδή η συχνότητά του διαφέρει από εκείνη της φωνής και φτάνει πιο μακριά.""",Β
161,"Β. ""να έχουν τα κεριά μεγαλύτερη σταθερότητα.""",Β
162,"Β. ""στη μετακίνηση και τοποθέτηση ωφέλιμων φορτίων από 400 έως 900 κιλά.""",Β
163,"Β. ""για να μη φαίνονται οι ατέλειες στα έπιπλα.""",Α
164,"Β. ""Η τροχήλατη βάση του του επιτρέπει να μετακινείται μεταξύ διαφορετικών σταθμών.""",Β
165,"Β. ""εξαναγκάζεται σε ατμοποίηση μειώνοντας έτσι περαιτέρω την πίεση εντός της δεξαμενής. Για τον λόγο αυτόν οι δεξαμενές πρέπει να εξοπλίζονται με ανακουφιστικές βαλβίδες πίεσης, ώστε να αποφεύγεται μέσω αυτών τυχόν υποπίεση των δεξαμενών.""",Α
166,"Β. ""ανέβαιναν στα βουνά.""",Β
167,"Β. ""σε περίπτωση διαρροής σχηματίζεται χαρακτηριστικό λευκό νέφος υγρασίας στην περιβάλλουσα ατμόσφαιρα που ψύχεται απότομα από το διαρρέον ΦΑ.""",Β
168,Η σωστή απάντηση είναι η Α. 'Η ύπαρξη πόσιμου νερού.',Α
169,"Β. ""Για τον σκοπό αυτό το φορτίο διατηρείται στις δεξαμενές υπό αρνητική πίεση. Επιπλέον, σε όλα τα υγραεριοφόρα το σύστημα διακίνησης του φορτίου είναι ανοιχτό, ώστε να επιτρέπεται ο εξαερισμός προς την ατμόσφαιρα των ατμών που δημιουργούνται από την εξάτμιση του φορτίου κατά τη φόρτωση ή την εκφόρτωση.""",Α
170,"Β. ""για να έχουν εύκολη πρόσβαση στην τοπική αγορά.""",Β
171,"Β. ""Τα εμπορευματοκιβώτια απασφαλίζονται μεταξύ τους πάνω στο πλοίο με περιστρεφόμενα κλειδιά (τακούνια). Για την ανύψωσή τους με τη γερανογέφυρα τα κλειδιά αυτά ασφαλίζονται από τους λιμενεργάτες και έπειτα απασφαλίζονται στη γερανογέφυρα.""",Α
172,"Β. ""χύδην φορτίων στα πλοία γίνεται με γερανό εφοδιασμένο με κάδο ή αρπάγη.""",Α
173,"Β. ""θα πρέπει να τοποθετείται συνδετική προέκταση στη ράμπα ώστε η μέγιστη κλίση να υπερβαίνει το 10%.""",Α
174,"Β. ""πρέπει να γίνεται με τρόπο ώστε να εξασφαλίζεται η ισοκατανομή φορτίου.""",Β
175,"Β. ""ώστε το βάρος να πέφτει στο άνω μέρος της μέσης.""",Α
176,"Β. ""πίνε πολύ νερό και θυμίσου να αποφεύγεις καφέδες και χυμούς, γιατί αφυδατώνουν.""",Β
177,"Β. ""αύρα κι έφταναν οι πιτσιλιές της θάλασσας στο μικρό καφενεδάκι.""",Α
178,"Β. ""χαμηλά στα ήσυχα νερά και περίμεναν πότε να γαληνέψει ο κόσμος απάνω.""",Β
179,"Α. ""απαιτεί περισσότερο χρόνο σε σχέση με την ίδια εργασία υπό κανονικές συνθήκες.""",Α
180,"Β. ""Το νερό αυτό έχει εμπλουτισθεί με άλατα και ιχνοστοιχεία από τη γη. Με τη συχνή του χρήση, θα αποφύγετε εξάντληση, κράμπες και τάση για εμετό.""",Α
181,"Β. ""κοντά στην πύλη ή στο cloud, επιτρέπουν την ανάλυση δεδομένων σε πραγματικό χρόνο, τη λήψη τοπικών αποφάσεων, τη μείωση της καθυστέρησης και τη βελτίωση της αποδοτικότητας.""",Α
182,"Β. ""είναι ακατάλληλες επιλογές για κατασκήνωση.""",Β
183,"Β. ""Οι υπολογιστές άκρων και το cloud.""",Α
184,"Α. ""τα βαριά αντικείμενα πρέπει να τοποθετούνται στα χαμηλότερα ράφια.""",Α
185,"Β. ""παρακολουθώντας την κυκλοφορία, τους χώρους στάθμευσης, τη διαχείριση αποβλήτων και την κατανάλωση ενέργειας.""",Β
186,"Β. ""μακριά από εξωτερικούς τοίχους.""",Β
187,"Α. ""μακριά από δέντρα.""",Α
188,"Β. ""γονατίστε και κοντράρετε με τα πόδια σας το πόδι του.""",Α
189,"Β. ""είναι καλύτερο να μη βγούμε από το σπίτι.""",Β
190,"Α. ""ελαφρά, άνετα και ανοιχτόχρωμα ρούχα.""",Α
191,"Β. ""προσθέστε νερό στο φαγητό σας.""",Α
192,"Β. ""κάνουμε κρύα ντους κατά τη διάρκεια της ημέρας.""",Α
193,"Β. ""ο κίνδυνος εκδήλωσης επόμενης κατολίσθησης είναι αυξημένος.""",Β
194,"Β. ""μετά από σεισμό.""",Β
195,"Β. ""καλύτερο είναι να μετακινηθεί σε χαμηλότερους ορόφους.""",Α
196,"Β. ""Ο Πέτρος είναι σφυροβόλος και ο Παύλος σφαιροβόλος.""",Β
197,"Β. ""Κάποια στιγμή ανάμεσα στα 2 ρεκόρ, τα ακόντια που χρησιμοποιούνται στους επίσημους αγώνες επανασχεδιάστηκαν έτσι ώστε το κέντρο βάρους να μετατοπιστεί προς την ουρά του ακόντιου, με συνέπεια το όργανο να πέφτει πιο γρήγορα.""",Α
198,"Β. ""θα κυλήσει πιο μακριά από όσο αν σούταρα σε στεγνό χορτάρι και με την ίδια δύναμη λόγω της χαμηλής τριβής.""",Β
199,"Β. ""Στη δεξιά, δηλαδή αντίθετα από την κατεύθυνση του ανέμου για να μπει γκολ.""",Α
200,"Β. ""μειώνεται όταν το κεφάλι είναι ευθυγραμμισμένο με τον κορμό.""",Α
201,"Β. ""αν πιάνοντάς την κρατήσεις τα χέρια σταθερά μπροστά.""",Α
202,"Β. ""Κατασκευάζει και κινεί τις φιγούρες, κάνει τις φωνές, επιλέγει τη μουσική και τα ηχητικά εφέ.""",Α
203,"Β. ""από πανί.""",Β
204,"Β. ""στέκονται πάνω σε ράμπα.""",Β
205,"Β. ""από χαρτόνι, δέρμα ή πηλό.""",Α
206,"Α. ""Από ξύλο.""",Β
207,"Β. ""ένα κομπολόι.""",Β
208,"Β. ""Ο Σταύρακας.""",Β
